Distance_Covered_km,Time_Taken_min,Time_of_Order,Riding_Time_min,Time_of_Delivery,Hour_of_Day,Order_Type,Weather,Traffic,Area_Type,Demand_Surge,Effort_Surcharge_INR,Tip_Amount,Festival_Day,Known_Fees
1.56,11,13:48,6,14:05,13,Regular,Cloudy,Medium,Urban,1.05,0.0,0.0,No,46.59
2.12,14,12:46,4,13:04,12,Regular,Clear,High,Semi-Urban,1.1,0.0,7.0,No,47.01
1.07,14,01:31,3,01:48,1,Heavy,Rain,Low,Urban,1.42,10.0,15.0,Yes,95.93
1.88,11,11:57,2,12:10,11,Regular,Clear,High,Urban,1.0,0.0,5.0,No,36.65
2.26,10,09:02,4,09:16,9,Regular,Clear,Medium,Urban,1.0,0.0,5.0,No,33.76
3.47,19,18:53,2,19:14,18,Fragile,Rain,Low,Urban,1.42,10.0,8.0,Yes,145.45
2.89,11,10:27,2,10:40,10,Fragile+Heavy,Clear,Medium,Suburban,1.0,25.0,0.0,No,64.79
2.11,9,17:56,3,18:08,17,Heavy,Cloudy,Medium,Urban,1.0,15.0,0.0,No,63.84
1.8,8,18:14,4,18:26,18,Fragile+Heavy,Cloudy,Medium,Urban,1.0,20.0,0.0,No,60.73
1.86,13,12:08,6,12:27,12,Heavy,Clear,High,Urban,1.16,15.0,6.0,No,75.16
2.67,9,07:13,4,07:26,7,Regular,Clear,Low,Semi-Urban,1.0,0.0,5.0,No,46.85
2.3,23,07:37,4,08:04,7,Fragile+Heavy,Heavy Rain,Jam,Suburban,1.09,20.0,0.0,No,105.37
2.43,9,07:54,2,08:05,7,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,35.43
2.47,12,19:31,4,19:47,19,Regular,Clear,High,Suburban,1.18,0.0,5.0,No,61.08
4.57,21,12:33,7,13:01,12,Regular,Cloudy,High,Semi-Urban,1.0,0.0,7.0,No,87.7
3.23,13,20:23,5,20:41,20,Heavy,Clear,Medium,Suburban,1.01,15.0,5.0,No,70.66
1.9,11,14:26,7,14:44,14,Heavy,Clear,High,Suburban,1.09,20.0,5.0,No,60.59
2.56,11,15:26,2,15:39,15,Regular,Clear,Low,Suburban,1.0,0.0,5.0,No,43.35
3.38,15,16:06,4,16:25,16,Regular,Clear,Medium,Suburban,1.02,0.0,0.0,Yes,77.97
1.82,16,19:55,5,20:16,19,Heavy,Rain,Medium,Urban,2.0,10.0,0.0,Yes,142.97
1.78,11,12:24,4,12:39,12,Regular,Rain,Low,Urban,1.5,0.0,0.0,No,75.75
7.44,21,09:31,3,09:55,9,Heavy,Clear,Medium,Urban,1.0,10.0,14.0,No,123.07
3.99,12,17:37,2,17:51,17,Regular,Clear,Low,Suburban,1.0,0.0,5.0,No,64.55
2.18,9,13:56,5,14:10,13,Regular,Clear,Low,Urban,1.12,0.0,5.0,No,44.14
4.08,18,15:58,3,16:19,15,Regular,Clear,High,Urban,1.0,0.0,0.0,No,69.49
2.21,9,18:23,4,18:36,18,Regular,Cloudy,Low,Suburban,1.0,0.0,5.0,No,40.03
1.77,17,16:18,5,16:40,16,Heavy,Clear,Jam,Urban,1.0,10.0,5.0,No,57.05
1.74,10,18:04,4,18:18,18,Heavy,Rain,Medium,Urban,1.01,15.0,0.0,No,59.64
1.37,8,17:09,3,17:20,17,Regular,Clear,Low,Suburban,1.0,0.0,7.0,No,28.92
3.38,19,19:39,6,20:04,19,Heavy,Rain,High,Urban,1.44,20.0,0.0,No,140.61
1.03,9,19:39,5,19:53,19,Fragile,Clear,Medium,Urban,1.19,10.0,0.0,No,40.84
2.74,15,17:34,2,17:51,17,Regular,Cloudy,High,Urban,1.0,0.0,7.0,No,62.13
2.61,19,19:44,6,20:09,19,Fragile,Rain,Jam,Urban,1.35,5.0,0.0,No,96.71
1.41,14,21:43,5,22:02,21,Fragile,Clear,High,Urban,1.13,10.0,0.0,No,54.51
3.65,16,14:02,7,14:25,14,Regular,Cloudy,Jam,Urban,1.0,0.0,5.0,No,66.82
2.08,15,14:09,6,14:30,14,Regular,Cloudy,Jam,Urban,1.09,0.0,0.0,No,62.93
2.79,15,19:26,7,19:48,19,Fragile+Heavy,Clear,High,Urban,1.29,25.0,0.0,Yes,125.06
2.07,12,18:11,2,18:25,18,Fragile,Clear,High,Suburban,1.0,10.0,0.0,No,53.92
3.06,15,08:34,4,08:53,8,Regular,Clear,High,Suburban,1.0,0.0,0.0,No,50.06
4.66,21,21:33,6,22:00,21,Regular,Clear,High,Semi-Urban,1.37,0.0,8.0,Yes,120.17
3.39,20,07:49,5,08:14,7,Regular,Clear,Jam,Semi-Urban,1.0,0.0,0.0,No,71.85
4.38,17,19:15,6,19:38,19,Regular,Clear,High,Semi-Urban,1.16,0.0,10.0,No,93.66
1.93,14,19:00,4,19:18,19,Regular,Rain,Medium,Urban,1.23,0.0,5.0,No,58.98
2.88,16,22:48,4,23:08,22,Regular,Cloudy,Jam,Semi-Urban,1.0,0.0,0.0,No,57.78
1.18,10,08:19,3,08:32,8,Regular,Clear,Low,Urban,1.19,0.0,5.0,Yes,52.35
1.61,9,18:59,2,19:10,18,Fragile,Clear,Medium,Urban,1.0,10.0,7.0,No,46.51
4.2,21,14:59,5,15:25,14,Regular,Cloudy,Jam,Urban,1.11,0.0,0.0,No,94.72
1.81,17,13:22,7,13:46,13,Regular,Clear,Jam,Urban,1.11,0.0,0.0,No,59.26
3.43,11,08:45,4,09:00,8,Regular,Cloudy,Low,Suburban,1.0,0.0,0.0,No,65.13
1.75,9,17:47,4,18:00,17,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,32.4
2.12,14,16:57,2,17:13,16,Regular,Cloudy,High,Suburban,1.0,0.0,0.0,No,45.3
1.96,10,09:42,3,09:55,9,Regular,Clear,High,Suburban,1.0,0.0,0.0,No,42.79
3.87,12,18:27,2,18:41,18,Regular,Cloudy,Low,Semi-Urban,1.0,0.0,0.0,No,71.03
3.1,12,19:43,4,19:59,19,Regular,Clear,Low,Urban,1.11,0.0,0.0,No,53.4
4.58,21,19:23,6,19:50,19,Heavy,Clear,Jam,Semi-Urban,1.09,10.0,11.0,No,96.69
3.1,20,21:07,5,21:32,21,Regular,Clear,Jam,Suburban,1.13,0.0,0.0,No,63.74
6.28,20,14:14,6,14:40,14,Regular,Clear,Jam,Suburban,1.02,0.0,5.0,No,89.19
1.85,10,22:15,2,22:27,22,Regular,Clear,Medium,Urban,1.0,0.0,10.0,No,36.36
3.23,12,21:22,5,21:39,21,Fragile+Heavy,Clear,Medium,Urban,1.15,20.0,0.0,No,91.65
3.74,20,12:03,7,12:30,12,Fragile+Heavy,Clear,Jam,Urban,1.03,30.0,9.0,No,93.53
2.8,11,10:33,4,10:48,10,Regular,Cloudy,Medium,Semi-Urban,1.0,0.0,5.0,No,53.36
2.44,13,14:15,8,14:36,14,Regular,Cloudy,Jam,Urban,1.08,0.0,0.0,No,59.36
1.87,24,14:25,5,14:54,14,Regular,Heavy Rain,High,Urban,1.52,0.0,0.0,Yes,134.49
2.01,8,17:54,4,18:06,17,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,31.32
2.17,10,18:55,4,19:09,18,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,41.19
5.89,27,19:09,6,19:42,19,Regular,Cloudy,Jam,Semi-Urban,1.45,0.0,16.0,Yes,171.12
2.74,11,16:01,3,16:15,16,Regular,Clear,Medium,Suburban,1.0,0.0,0.0,No,41.86
2.02,9,09:41,4,09:54,9,Regular,Cloudy,Low,Urban,1.0,0.0,5.0,No,45.35
2.9,17,20:07,6,20:30,20,Fragile,Rain,High,Urban,1.37,5.0,0.0,No,99.66
1.52,12,12:44,5,13:01,12,Fragile+Heavy,Clear,High,Suburban,1.18,20.0,5.0,No,70.19
2.29,8,22:38,4,22:50,22,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,37.54
1.58,7,09:30,4,09:41,9,Fragile,Cloudy,Low,Urban,1.0,10.0,0.0,No,44.76
2.04,16,22:08,3,22:27,22,Regular,Cloudy,High,Urban,1.11,0.0,0.0,Yes,84.65
1.26,9,08:34,2,08:45,8,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,27.29
1.42,7,11:28,3,11:38,11,Heavy,Clear,Low,Urban,1.0,15.0,5.0,No,43.06
1.64,14,08:22,2,08:38,8,Regular,Heavy Rain,Low,Urban,1.01,0.0,0.0,No,61.6
3.55,16,19:12,3,19:31,19,Fragile,Clear,High,Urban,1.14,5.0,5.0,No,79.51
2.02,13,20:40,6,20:59,20,Regular,Clear,Jam,Urban,1.11,0.0,6.0,No,52.13
3.34,24,14:15,4,14:43,14,Regular,Heavy Rain,High,Suburban,1.36,0.0,0.0,No,137.17
1.87,13,22:35,2,22:50,22,Fragile,Rain,Low,Urban,1.04,10.0,0.0,No,62.47
1.86,9,18:20,3,18:32,18,Regular,Clear,Low,Suburban,1.0,0.0,5.0,No,33.08
1.45,7,18:54,3,19:04,18,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,20.67
2.17,11,20:01,3,20:15,20,Fragile,Cloudy,High,Suburban,1.15,5.0,0.0,No,58.17
4.58,12,12:24,4,12:40,12,Regular,Clear,Low,Suburban,1.19,0.0,0.0,No,67.54
2.52,12,13:17,7,13:36,13,Regular,Clear,Low,Urban,1.07,0.0,0.0,No,41.45
2.14,24,21:36,7,22:07,21,Heavy,Heavy Rain,High,Suburban,1.89,20.0,5.0,Yes,200.0
2.99,14,21:23,6,21:43,21,Regular,Cloudy,Low,Urban,1.43,0.0,5.0,Yes,105.76
1.43,7,23:31,3,23:41,23,Fragile,Cloudy,Low,Urban,1.0,5.0,0.0,No,43.28
1.4,18,21:48,7,22:13,21,Fragile+Heavy,Cloudy,Jam,Urban,1.43,30.0,0.0,Yes,124.75
1.05,8,09:49,2,09:59,9,Regular,Cloudy,Medium,Suburban,1.0,0.0,0.0,No,32.51
2.6,14,20:08,3,20:25,20,Regular,Rain,Medium,Semi-Urban,1.26,0.0,0.0,No,88.37
2.63,21,14:22,7,14:50,14,Fragile,Clear,Jam,Suburban,1.33,10.0,12.0,Yes,110.91
2.84,12,23:21,4,23:37,23,Regular,Cloudy,High,Suburban,1.0,0.0,0.0,No,58.08
5.78,18,15:37,2,15:57,15,Fragile,Cloudy,Low,Semi-Urban,1.01,10.0,0.0,Yes,123.99
4.63,20,17:02,2,17:24,17,Regular,Rain,Medium,Semi-Urban,1.01,0.0,0.0,No,99.18
3.12,13,17:12,2,17:27,17,Regular,Cloudy,Medium,Suburban,1.0,0.0,0.0,No,57.42
2.53,20,13:19,7,13:46,13,Regular,Rain,Jam,Urban,1.42,0.0,0.0,No,86.68
1.47,10,08:46,4,09:00,8,Fragile,Clear,Low,Suburban,1.2,10.0,0.0,Yes,78.42
2.58,9,21:53,3,22:05,21,Regular,Clear,Low,Suburban,1.06,0.0,5.0,No,44.67
1.29,9,20:16,6,20:31,20,Heavy,Clear,Low,Urban,1.39,20.0,5.0,Yes,86.65
2.56,8,09:25,4,09:37,9,Fragile,Clear,Medium,Urban,1.0,10.0,6.0,No,60.73
1.77,14,19:43,7,20:04,19,Regular,Clear,High,Urban,1.17,0.0,10.0,No,46.71
1.91,8,18:38,2,18:48,18,Regular,Clear,Low,Urban,1.0,0.0,5.0,No,29.8
2.34,19,14:29,3,14:51,14,Regular,Heavy Rain,High,Urban,1.26,0.0,0.0,No,97.38
5.57,17,12:19,7,12:43,12,Fragile,Clear,Medium,Urban,1.09,10.0,0.0,No,101.34
1.61,12,21:52,7,22:11,21,Heavy,Clear,High,Urban,1.03,20.0,0.0,No,59.66
1.74,13,19:22,5,19:40,19,Regular,Rain,Medium,Urban,1.21,0.0,0.0,No,54.15
1.38,13,17:09,3,17:25,17,Regular,Clear,Medium,Urban,1.02,0.0,5.0,Yes,48.15
1.41,7,18:10,3,18:20,18,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,29.49
1.84,10,08:46,2,08:58,8,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,31.39
4.18,19,16:28,4,16:51,16,Regular,Clear,Medium,Suburban,1.1,0.0,10.0,Yes,99.85
2.36,19,10:42,3,11:04,10,Regular,Heavy Rain,Low,Suburban,1.4,0.0,5.0,Yes,125.19
1.38,10,11:35,2,11:47,11,Regular,Rain,Low,Urban,1.14,0.0,5.0,No,48.0
1.82,15,18:54,3,19:12,18,Regular,Rain,High,Urban,1.17,0.0,0.0,No,67.58
2.55,14,21:09,4,21:27,21,Regular,Rain,Medium,Urban,1.33,0.0,0.0,No,85.6
1.99,9,14:03,7,14:19,14,Regular,Clear,Low,Urban,1.13,0.0,5.0,No,44.94
2.67,10,11:19,4,11:33,11,Regular,Cloudy,Low,Urban,1.0,0.0,0.0,No,42.15
3.1,10,18:34,4,18:48,18,Regular,Cloudy,Low,Semi-Urban,1.0,0.0,0.0,No,62.51
5.84,24,21:05,5,21:34,21,Regular,Rain,High,Semi-Urban,1.29,0.0,15.0,No,146.95
2.77,9,19:21,5,19:35,19,Regular,Clear,Low,Urban,1.0,0.0,5.0,No,43.55
2.25,10,21:57,4,22:11,21,Regular,Clear,Medium,Urban,1.16,0.0,0.0,No,48.85
1.5,8,17:25,4,17:37,17,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,29.22
2.19,11,19:39,7,19:57,19,Regular,Clear,Medium,Suburban,1.11,0.0,0.0,No,43.87
1.12,14,09:30,4,09:48,9,Regular,Cloudy,High,Urban,1.0,0.0,5.0,No,43.7
3.16,14,13:42,4,14:00,13,Regular,Clear,Medium,Urban,1.38,0.0,12.0,Yes,93.53
2.92,11,13:40,4,13:55,13,Regular,Clear,Medium,Urban,1.06,0.0,0.0,No,58.71
1.41,7,16:00,2,16:09,16,Regular,Cloudy,Low,Suburban,1.0,0.0,5.0,No,38.4
1.72,11,22:06,2,22:19,22,Regular,Clear,Low,Urban,1.16,0.0,15.0,Yes,57.06
3.09,15,21:36,3,21:54,21,Fragile,Clear,Medium,Semi-Urban,1.46,5.0,8.0,Yes,102.59
2.43,14,09:01,3,09:18,9,Regular,Heavy Rain,Low,Urban,1.09,0.0,7.0,No,71.59
2.7,10,10:17,4,10:31,10,Regular,Cloudy,Low,Urban,1.0,0.0,0.0,No,46.01
2.09,9,13:58,4,14:11,13,Regular,Cloudy,Low,Urban,1.08,0.0,0.0,No,43.33
2.6,17,12:43,5,13:05,12,Regular,Rain,High,Urban,1.37,0.0,8.0,No,85.39
2.32,14,18:13,2,18:29,18,Regular,Clear,High,Urban,1.0,0.0,5.0,No,49.61
1.8,10,21:06,7,21:23,21,Regular,Clear,Medium,Suburban,1.19,0.0,0.0,No,45.97
2.96,13,22:53,4,23:10,22,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,54.62
2.45,15,18:14,2,18:31,18,Heavy,Clear,High,Urban,1.15,10.0,5.0,Yes,92.15
1.5,16,20:14,7,20:37,20,Regular,Cloudy,Jam,Urban,1.08,0.0,0.0,No,53.21
1.78,7,17:37,3,17:47,17,Fragile+Heavy,Clear,Low,Urban,1.0,25.0,5.0,No,52.43
1.32,7,11:37,3,11:47,11,Heavy,Clear,Medium,Urban,1.0,10.0,5.0,No,38.04
3.57,14,17:56,2,18:12,17,Heavy,Rain,Low,Urban,1.03,10.0,5.0,No,76.85
4.05,13,17:47,4,18:04,17,Heavy,Clear,Low,Semi-Urban,1.0,20.0,10.0,No,90.21
3.56,25,19:39,5,20:09,19,Regular,Heavy Rain,Jam,Suburban,1.38,0.0,7.0,No,140.95
0.73,7,11:01,2,11:10,11,Regular,Clear,Low,Urban,1.0,0.0,4.76,No,15.86
3.08,15,13:51,7,14:13,13,Regular,Cloudy,Jam,Urban,1.13,0.0,5.0,No,76.16
1.74,14,13:42,6,14:02,13,Regular,Rain,Medium,Urban,1.32,0.0,0.0,No,70.6
1.94,12,22:55,3,23:10,22,Regular,Rain,Low,Suburban,1.02,0.0,0.0,No,49.77
2.95,9,15:57,3,16:09,15,Heavy,Clear,Low,Urban,1.0,15.0,0.0,No,64.99
2.16,13,19:41,5,19:59,19,Regular,Clear,High,Urban,1.09,0.0,5.0,No,53.15
1.05,15,19:14,5,19:34,19,Regular,Clear,High,Urban,1.22,0.0,6.0,Yes,62.84
1.42,11,12:14,5,12:30,12,Fragile,Cloudy,Medium,Semi-Urban,1.44,5.0,11.0,Yes,79.22
1.76,13,17:06,2,17:21,17,Regular,Clear,Medium,Semi-Urban,1.05,0.0,0.0,Yes,57.33
2.4,9,21:13,5,21:27,21,Regular,Cloudy,Low,Urban,1.02,0.0,5.0,No,43.92
1.15,8,16:20,4,16:32,16,Regular,Clear,Low,Suburban,1.0,0.0,0.0,No,25.55
2.12,9,22:43,3,22:55,22,Heavy,Clear,Low,Urban,1.0,15.0,0.0,No,54.02
2.51,8,11:19,3,11:30,11,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,44.46
3.48,20,08:09,2,08:31,8,Fragile,Rain,High,Suburban,1.09,5.0,0.0,No,90.54
5.04,23,21:33,6,22:02,21,Regular,Cloudy,Jam,Suburban,1.17,0.0,0.0,No,117.44
4.93,16,20:31,7,20:54,20,Heavy,Clear,Medium,Urban,1.13,20.0,0.0,No,101.4
4.29,15,23:40,3,23:58,23,Regular,Cloudy,Medium,Suburban,1.0,0.0,10.0,No,60.06
4.94,19,19:25,5,19:49,19,Fragile,Clear,High,Urban,1.02,10.0,0.0,No,94.48
2.45,12,22:52,2,23:06,22,Fragile+Heavy,Cloudy,Low,Urban,1.0,25.0,0.0,No,68.84
1.75,14,20:20,5,20:39,20,Regular,Clear,High,Urban,1.0,0.0,0.0,No,41.09
5.39,23,20:09,6,20:38,20,Regular,Cloudy,High,Suburban,1.48,0.0,0.0,Yes,169.85
2.14,14,17:27,4,17:45,17,Regular,Cloudy,High,Urban,1.0,0.0,0.0,No,51.43
1.15,12,13:49,5,14:06,13,Regular,Clear,High,Urban,1.1,0.0,0.0,No,39.48
4.44,12,22:15,4,22:31,22,Heavy,Clear,Low,Urban,1.0,10.0,15.0,No,83.46
4.27,15,14:56,6,15:17,14,Regular,Clear,High,Suburban,1.01,0.0,7.0,No,66.1
5.25,14,17:23,3,17:40,17,Heavy,Clear,Low,Urban,1.0,15.0,0.0,No,88.9
4.04,24,15:49,3,16:16,15,Fragile,Heavy Rain,Medium,Urban,1.38,10.0,19.0,Yes,176.2
2.73,10,17:26,2,17:38,17,Regular,Clear,Low,Suburban,1.0,0.0,0.0,No,48.51
2.71,11,15:40,3,15:54,15,Regular,Clear,Medium,Suburban,1.0,0.0,0.0,No,42.15
3.46,19,08:28,4,08:51,8,Regular,Cloudy,High,Urban,1.14,0.0,0.0,Yes,97.79
2.01,12,21:50,5,22:07,21,Regular,Clear,High,Urban,1.04,0.0,0.0,No,46.3
2.74,12,15:27,4,15:43,15,Regular,Clear,High,Urban,1.0,0.0,12.0,No,49.89
1.38,12,18:52,4,19:08,18,Regular,Clear,High,Urban,1.0,0.0,0.0,No,36.93
2.71,10,09:51,4,10:05,9,Heavy,Cloudy,Medium,Suburban,1.0,10.0,5.0,No,62.91
1.23,7,00:19,4,00:30,0,Regular,Cloudy,Low,Urban,1.0,0.0,0.0,No,31.48
2.19,17,12:59,5,13:21,12,Regular,Rain,High,Urban,1.36,0.0,0.0,No,79.18
4.45,15,19:22,4,19:41,19,Regular,Clear,Medium,Semi-Urban,1.01,0.0,5.0,No,83.21
2.86,11,09:53,4,10:08,9,Fragile,Clear,Low,Urban,1.0,10.0,5.0,No,57.79
2.12,17,21:23,8,21:48,21,Fragile,Rain,Jam,Urban,1.45,5.0,0.0,No,90.88
3.82,17,11:01,3,11:21,11,Regular,Cloudy,Medium,Suburban,1.11,0.0,7.0,Yes,96.05
3.04,20,11:30,4,11:54,11,Fragile+Heavy,Heavy Rain,Medium,Urban,1.03,20.0,8.0,No,105.33
1.02,8,10:34,4,10:46,10,Heavy,Clear,Low,Suburban,1.0,10.0,5.0,No,34.96
1.87,8,02:37,4,02:49,2,Fragile,Clear,Medium,Semi-Urban,1.0,5.0,5.0,No,44.03
4.05,15,19:02,4,19:21,19,Heavy,Clear,Medium,Suburban,1.13,10.0,0.0,No,89.2
2.45,12,21:11,4,21:27,21,Fragile,Clear,Medium,Suburban,1.05,5.0,5.0,No,54.81
2.68,17,18:32,3,18:52,18,Heavy,Clear,High,Suburban,1.03,15.0,0.0,Yes,93.07
3.99,15,10:31,3,10:49,10,Regular,Clear,Medium,Semi-Urban,1.0,0.0,0.0,No,63.7
4.18,14,12:55,5,13:14,12,Regular,Clear,Medium,Suburban,1.0,0.0,0.0,No,63.26
3.94,15,16:53,2,17:10,16,Fragile+Heavy,Rain,Low,Semi-Urban,1.09,20.0,10.0,No,115.36
2.22,10,22:44,4,22:58,22,Regular,Clear,Medium,Semi-Urban,1.0,0.0,0.0,No,36.26
2.12,11,12:56,6,13:13,12,Regular,Clear,High,Suburban,1.18,0.0,5.0,No,48.71
3.49,23,19:36,8,20:07,19,Regular,Heavy Rain,Jam,Urban,1.5,0.0,13.0,No,148.94
3.86,12,15:46,3,16:01,15,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,53.23
2.17,10,12:10,5,12:25,12,Regular,Clear,Medium,Semi-Urban,1.2,0.0,5.0,No,47.13
1.72,11,15:34,4,15:49,15,Fragile,Rain,Low,Suburban,1.09,5.0,0.0,No,54.43
2.2,8,08:50,4,09:02,8,Fragile+Heavy,Clear,Low,Urban,1.0,20.0,5.0,No,58.02
3.42,22,20:25,5,20:52,20,Regular,Rain,High,Semi-Urban,1.9,0.0,13.0,Yes,170.02
7.12,24,12:05,7,12:36,12,Heavy,Cloudy,High,Semi-Urban,1.0,10.0,10.0,No,112.12
3.83,15,19:50,4,20:09,19,Regular,Clear,High,Suburban,1.03,0.0,12.0,No,69.12
1.79,11,08:48,4,09:03,8,Regular,Rain,Low,Urban,1.02,0.0,5.0,No,53.13
2.61,11,22:28,2,22:41,22,Fragile,Cloudy,Medium,Urban,1.0,5.0,15.18,No,50.59
3.07,13,10:33,2,10:48,10,Heavy,Cloudy,High,Urban,1.0,10.0,0.0,No,69.0
5.51,19,21:06,6,21:31,21,Regular,Clear,Medium,Semi-Urban,1.16,0.0,0.0,No,110.01
1.34,14,20:59,8,21:21,20,Regular,Clear,Jam,Urban,1.04,0.0,5.0,No,34.85
4.6,13,22:42,4,22:59,22,Regular,Clear,Low,Suburban,1.0,0.0,0.0,No,77.07
5.63,16,16:02,2,16:20,16,Heavy,Clear,Low,Semi-Urban,1.0,10.0,9.0,No,94.35
1.2,16,19:54,7,20:17,19,Regular,Clear,Jam,Urban,1.1,0.0,0.0,No,43.16
7.69,25,13:10,4,13:39,13,Regular,Clear,Jam,Semi-Urban,1.03,0.0,12.0,No,125.11
4.18,14,10:38,4,10:56,10,Heavy,Clear,Medium,Suburban,1.0,20.0,0.0,No,82.51
1.85,11,15:13,4,15:28,15,Fragile,Clear,Low,Suburban,1.02,5.0,0.0,Yes,63.21
1.34,7,10:55,2,11:04,10,Fragile+Heavy,Clear,Low,Urban,1.0,25.0,5.0,No,50.18
4.54,15,23:29,3,23:47,23,Heavy,Cloudy,Low,Urban,1.0,20.0,17.0,No,97.9
2.33,11,09:03,3,09:17,9,Regular,Clear,High,Suburban,1.0,0.0,0.0,No,51.1
2.4,12,18:40,3,18:55,18,Fragile,Clear,Medium,Urban,1.0,10.0,0.0,No,53.81
0.7,9,18:54,4,19:07,18,Regular,Clear,High,Urban,1.0,0.0,5.0,No,28.98
2.06,16,17:39,2,17:57,17,Fragile+Heavy,Rain,Low,Urban,1.44,25.0,10.0,Yes,138.03
2.98,12,18:41,2,18:55,18,Regular,Cloudy,Medium,Urban,1.0,0.0,0.0,No,56.39
2.15,12,09:24,2,09:38,9,Heavy,Rain,Low,Urban,1.09,10.0,0.0,No,69.04
2.12,11,17:58,4,18:13,17,Regular,Cloudy,Medium,Suburban,1.0,0.0,5.0,No,44.97
3.42,17,12:44,5,13:06,12,Regular,Clear,High,Suburban,1.42,0.0,9.0,Yes,113.18
1.6,9,22:44,3,22:56,22,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,32.71
1.9,7,19:08,4,19:19,19,Fragile,Cloudy,Low,Suburban,1.06,10.0,5.0,No,48.78
1.68,8,23:46,4,23:58,23,Regular,Clear,Low,Urban,1.0,0.0,10.54,No,35.14
3.51,14,07:22,4,07:40,7,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,63.3
1.62,14,12:20,6,12:40,12,Regular,Cloudy,Jam,Urban,1.06,0.0,0.0,No,45.92
1.98,9,10:06,2,10:17,10,Regular,Clear,Low,Urban,1.0,0.0,5.0,No,33.62
5.64,17,01:06,3,01:26,1,Regular,Rain,Low,Semi-Urban,1.17,0.0,0.0,No,107.24
1.02,7,12:38,5,12:50,12,Regular,Clear,Low,Urban,1.08,0.0,0.0,No,38.85
2.85,19,19:14,4,19:37,19,Regular,Cloudy,High,Suburban,1.39,0.0,5.0,Yes,101.52
2.87,16,11:13,2,11:31,11,Regular,Heavy Rain,Low,Suburban,1.08,0.0,0.0,No,81.05
2.78,12,16:22,2,16:36,16,Heavy,Cloudy,Low,Semi-Urban,1.0,10.0,0.0,No,69.82
1.25,8,21:25,7,21:40,21,Fragile,Clear,Low,Urban,1.16,10.0,0.0,No,44.26
1.97,16,19:49,6,20:11,19,Fragile+Heavy,Rain,Jam,Suburban,1.2,20.0,0.0,No,87.64
3.35,17,14:49,3,15:09,14,Regular,Cloudy,Medium,Suburban,1.39,0.0,5.0,Yes,111.94
3.78,14,13:57,6,14:17,13,Heavy,Clear,High,Semi-Urban,1.13,10.0,0.0,No,96.26
2.05,12,15:05,3,15:20,15,Regular,Rain,Medium,Urban,1.0,0.0,0.0,No,54.9
1.72,13,10:05,4,10:22,10,Regular,Clear,High,Urban,1.16,0.0,0.0,Yes,76.87
2.97,14,18:58,2,19:14,18,Regular,Clear,High,Urban,1.0,0.0,0.0,No,50.26
1.66,9,13:37,6,13:52,13,Regular,Clear,Medium,Urban,1.07,0.0,5.0,No,36.65
2.31,16,20:23,6,20:45,20,Regular,Cloudy,Jam,Urban,1.13,0.0,0.0,No,67.02
1.48,13,19:11,5,19:29,19,Fragile,Clear,High,Urban,1.05,5.0,0.0,No,53.71
3.16,18,18:26,5,18:49,18,Regular,Cloudy,Jam,Urban,1.0,0.0,0.0,No,65.39
2.21,14,13:42,5,14:01,13,Fragile,Clear,High,Suburban,1.12,5.0,6.0,No,55.78
2.34,12,11:36,3,11:51,11,Fragile,Clear,Medium,Suburban,1.0,5.0,0.0,No,58.79
2.55,20,19:31,5,19:56,19,Regular,Heavy Rain,High,Suburban,1.43,0.0,12.0,No,101.63
3.02,12,16:03,2,16:17,16,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,48.51
2.7,13,11:30,4,11:47,11,Regular,Clear,High,Suburban,1.0,0.0,5.0,No,41.97
5.11,22,10:50,4,11:16,10,Regular,Clear,Jam,Suburban,1.0,0.0,7.0,No,98.12
2.43,14,10:14,3,10:31,10,Regular,Cloudy,Medium,Urban,1.16,0.0,0.0,Yes,85.87
3.34,14,19:53,5,20:12,19,Regular,Cloudy,High,Urban,1.18,0.0,7.0,No,72.41
3.11,14,11:41,3,11:58,11,Regular,Rain,Low,Urban,1.48,0.0,6.0,Yes,100.93
2.04,10,17:51,4,18:05,17,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,36.48
1.85,9,15:16,4,15:29,15,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,43.16
2.68,11,18:30,4,18:45,18,Fragile+Heavy,Cloudy,Low,Urban,1.0,20.0,0.0,No,67.02
6.15,24,21:36,3,22:03,21,Fragile+Heavy,Cloudy,High,Urban,1.46,30.0,0.0,Yes,200.0
